GeneID	S1768_HCT116wt_normDMSO	S1756_HCT116wt_normDMSO	S1774_HCT116wt_hypoxDMSO	S1762_HCT116wt_hypoxDMSO	S1771_HCT116wt_norm3MB	S1759_HCT116wt_norm3MB	S1777_HCT116wt_hypox3MB	S1765_HCT116wt_hypox3MB	S1769_HCT116cdk8as_normDMSO	S1757_HCT116cdk8as_normDMSO	S1775_HCT116cdk8as_hypoxDMSO	S1763_HCT116cdk8as_hypoxDMSO	S1772_HCT116cdk8as_norm3MB	S1760_HCT116cdk8as_norm3MB	S1778_HCT116cdk8as_hypox3MB	S1766_HCT116cdk8as_hypox3MB
FAM66A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAM66B	1	7	0	0	4	0	4	2	2	1	0	1	7	2	9	2
FAM66C	15	16	7	10	13	16	20	19	16	8	6	6	22	14	10	11
FAM66D	1	2	1	4	1	0	1	3	11	4	0	0	7	14	11	4
FAM66E	2	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0
FAM69A	608	283	337	378	446	151	345	385	336	248	151	199	216	219	336	176
FAM69B	978	774	697	696	1034	440	793	811	395	464	285	424	333	408	549	458
FAM69C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
FAM71A	0	0	5	2	0	0	5	3	1	1	14	9	0	0	11	4
FAM71B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAM71C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAM71D	0	0	0	0	0	3	0	1	1	1	0	13	1	0	0	0
FAM71E1	533	280	426	401	415	124	370	398	199	170	109	143	132	196	241	239
FAM71E2	0	2	2	0	3	0	1	2	0	3	0	1	0	0	6	2
FAM71F1	0	0	1	0	3	1	3	4	0	3	3	0	4	3	3	1
FAM71F2	2	5	1	4	9	1	1	6	13	1	1	1	1	5	11	2
FAM72A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM72B	220	86	258	177	149	46	198	170	78	59	69	92	83	65	206	133
FAM72C	15	2	13	9	7	0	6	9	4	1	2	16	3	4	2	9
FAM72D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM73A	714	381	565	558	578	217	645	726	486	329	353	475	370	366	751	448
FAM73B	1061	1083	859	707	1163	487	857	770	962	1198	585	691	663	886	806	926
FAM74A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM74A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM74A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM74A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM76A	274	238	273	260	311	113	220	227	253	209	120	223	226	214	266	173
FAM76B	939	497	750	667	861	250	688	772	462	333	439	591	336	372	827	528
FAM78A	361	272	131	127	381	129	179	241	307	299	26	66	262	317	170	145
FAM78B	56	44	25	33	33	11	37	57	71	46	23	18	41	68	45	40
FAM81A	333	219	117	146	271	104	172	192	311	259	62	103	245	237	186	230
FAM81B	5	1	4	7	0	1	0	9	2	2	0	0	7	6	10	3
FAM83A	19	11	36	48	20	1	36	62	26	32	708	1020	82	50	900	663
FAM83A-AS1	2	0	2	7	0	0	0	2	3	0	8	10	0	2	8	6
FAM83B	706	476	739	700	654	196	654	790	522	418	555	557	401	325	794	602
FAM83C	2	0	0	2	4	7	0	2	0	0	0	1	0	0	1	5
FAM83C-AS1	3	3	4	1	5	3	0	5	1	4	2	0	2	1	1	0
FAM83D	3872	2296	2558	2234	3243	1020	2857	2944	2403	2119	1139	1576	1382	1432	1792	1313
FAM83E	16	26	53	88	21	10	43	53	17	24	54	205	29	33	136	96
FAM83F	999	672	615	752	848	311	716	821	990	916	394	636	604	686	719	795
FAM83G	1472	1855	2354	2650	2139	757	2343	2510	1812	1768	1430	1973	1189	1186	2046	1868
FAM83H	5546	7837	3082	3308	7434	2966	3936	4347	9533	9565	1514	2521	6378	7050	4484	4093
FAM83H-AS1	866	940	701	760	1100	409	908	972	1683	1406	653	650	1070	1044	1303	917
FAM84A	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
FAM84B	2484	2073	2689	3286	2630	984	2952	3598	4203	3951	6894	9166	3371	3320	7874	7280
FAM86A	957	640	165	152	666	299	185	228	879	914	91	118	527	570	175	207
FAM86B1	85	84	52	37	152	38	56	43	103	105	6	10	87	87	52	44
FAM86B2	33	53	9	9	49	9	18	20	35	32	0	3	35	34	9	5
FAM86B3P	213	186	179	141	323	149	247	363	193	199	77	63	208	221	276	246
FAM86C1	322	291	78	79	357	107	122	72	341	350	23	21	303	277	63	39
FAM86C2P	286	279	94	79	280	130	121	116	274	273	17	43	225	245	77	81
FAM86DP	387	260	171	140	368	126	217	207	294	230	92	79	289	219	171	115
FAM86EP	246	248	71	49	227	120	48	81	286	273	17	34	213	205	52	60
FAM86FP	139	104	52	79	140	43	76	81	76	87	22	14	129	76	59	41
FAM86HP	103	91	23	32	149	57	49	50	95	98	5	7	99	95	49	29
FAM86JP	229	194	58	63	309	119	109	76	272	265	24	23	233	271	56	83
FAM87A	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
FAM87B	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
FAM89A	1451	721	656	662	1186	501	680	766	934	828	310	535	689	784	767	496
FAM89B	2825	1866	3116	4481	2762	1089	4590	6050	1637	1649	2118	3114	1400	1672	3720	4140
FAM8A1	1147	723	1322	1480	1226	366	1656	1807	825	598	1015	1136	724	618	1659	1345
FAM90A1	28	35	11	18	41	16	25	30	32	31	3	2	37	37	29	39
FAM90A10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A25P	6	1	1	1	5	0	0	0	2	3	0	0	0	0	1	3
FAM90A27P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A2P	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1
FAM90A7P	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FAM91A1	4028	2272	2738	2587	3005	968	2490	2639	2730	1942	2080	2432	1701	1826	2822	2354
FAM92A1	3645	1505	1871	1779	2581	952	2047	2029	1766	1364	1161	1373	1377	1305	1931	1556
FAM92A1P2	71	24	39	66	29	23	45	37	67	38	15	30	25	27	40	43
FAM92B	22	18	9	15	23	9	27	25	1	3	2	1	10	4	10	8
FAM95A	3	0	9	5	16	6	13	21	6	7	3	6	8	6	24	19
FAM95B1	3	1	1	4	4	2	7	15	1	5	2	4	0	2	7	7
FAM95C	195	459	509	427	716	206	845	701	502	356	266	294	429	490	648	611
FAM96A	4251	1636	1658	1299	2206	771	1477	1419	1713	1513	744	872	1150	1081	1536	955
FAM96B	5467	3087	3445	3719	3878	1593	3609	3976	3348	3123	2206	2923	2209	2374	3300	3154
FAM98A	2661	1697	1050	1089	1910	902	1202	1209	2258	1996	911	1326	1412	1539	1324	1182
FAM98B	5086	2586	2160	2237	3786	1499	2076	2175	3517	2591	1611	2080	2355	2185	2366	1816
FAM98C	1318	824	1030	1195	1007	414	1066	1271	996	922	645	1057	737	908	1513	1525
FAM99A	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
FAM99B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
FAM9A	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0
FAM9B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
FAM9C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FAN1	1884	1249	1012	887	1805	648	1270	1316	1593	1245	713	758	1094	1152	1371	1087
FANCA	4636	5112	2691	2231	6059	2063	3179	3215	5152	5608	1678	2014	3289	3860	3065	2680
FANCB	240	166	119	74	279	73	138	122	199	93	131	97	128	107	152	139
FANCC	1221	844	976	821	1163	477	1103	1115	811	817	523	544	567	638	870	730
FANCD2	3476	2255	1966	1659	3443	1106	2342	2083	2674	2339	1386	1530	2028	2205	2711	2020
FANCD2OS	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0
FANCE	947	793	412	350	905	439	513	462	833	951	278	496	524	581	503	452
FANCF	395	258	127	144	360	115	257	205	352	319	56	84	281	241	292	175
FANCG	3649	2233	2037	1605	2963	1087	2121	2092	2677	2311	1081	1666	1830	2022	2159	2031
FANCI	6674	3834	3852	3098	5636	1794	4119	3823	4883	3784	2826	3046	3204	3222	4293	3623
FANCL	1219	638	500	458	982	323	702	698	916	559	396	257	587	582	775	518
FANCM	775	364	348	229	598	144	261	330	297	215	148	179	252	205	277	218
FANK1	141	88	271	314	143	76	419	422	190	147	331	375	196	178	672	461
FANK1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAP	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	2
FAR1	4809	2471	1746	1530	3608	1100	1208	1614	2972	1976	1293	1294	2059	1906	1734	1421
FAR2	544	300	234	334	377	175	263	324	377	326	169	239	328	301	351	287
FAR2P1	68	103	89	83	103	49	138	112	150	80	52	78	109	112	111	126
FAR2P2	1	0	0	2	0	3	5	2	2	3	1	1	1	1	1	0
FARP1	1181	1161	1394	1473	1573	519	1639	1773	1267	1111	1102	1315	962	1069	1924	1684
FARP2	842	731	508	444	842	360	549	575	741	845	333	389	531	629	564	513
FARS2	889	376	354	228	536	218	357	324	589	489	223	236	326	441	400	297
FARSA	8993	5614	4028	3626	6188	2523	4214	4232	6470	7081	2186	3066	4285	4539	4243	3494
FARSB	6897	3238	2050	1872	3864	1655	1970	2053	4198	3562	1482	1644	2307	2788	2107	1646
FAS	687	354	238	209	590	171	353	300	498	408	123	154	468	466	395	346
FAS-AS1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FASLG	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
FASN	22836	66161	92951	113750	64966	21735	85640	127488	66731	75067	90942	124500	51310	51557	124629	146420
FASTK	2884	2449	2072	2061	2614	1078	2255	2515	2178	2602	1133	1427	1720	2324	2407	2096
FASTKD1	1454	741	887	919	1176	398	928	1020	1141	854	832	960	832	948	1454	1017
FASTKD2	3395	1591	1040	789	2120	744	847	903	2356	1765	592	872	1712	1398	1134	845
FASTKD3	808	456	234	162	550	216	324	246	609	503	100	125	350	349	221	187
FASTKD5	1520	819	352	280	932	409	366	375	1068	913	199	227	490	581	321	341
FAT1	42611	52343	54237	59591	70131	24800	64303	70245	57783	44083	17682	22602	39443	37104	39718	33180
FAT2	4	8	1	0	11	2	7	4	0	6	0	0	3	3	0	5
FAT3	0	4	2	5	1	2	3	1	2	5	2	1	2	1	3	3
FAT4	104	62	522	685	143	43	558	705	38	32	35	33	39	39	126	81
FATE1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0
FAU	26080	8884	14542	11179	14775	4725	12224	10960	12541	10501	10004	11767	9475	7258	14377	10299
FAXC	247	195	105	105	263	108	207	152	156	137	24	31	153	142	97	65
FAXDC2	4	3	4	2	4	0	1	6	4	1	0	3	1	2	2	7
FBF1	674	808	263	310	830	361	374	437	672	679	113	206	590	720	390	444
FBL	22973	12431	16002	16193	13918	5572	14479	15831	13718	15103	12502	17024	9495	10970	15816	15073
FBLIM1	79	69	58	85	85	35	136	165	90	102	56	91	94	141	196	202
FBLL1	0	1	11	3	6	2	3	3	2	0	3	5	1	1	4	5
FBLN1	743	933	1507	1355	1363	430	1936	1823	886	1003	1028	1213	919	1006	1796	1886
FBLN2	11	15	21	40	45	9	56	77	2	11	17	10	22	20	23	22
FBLN5	115	148	102	122	150	57	112	172	20	28	3	4	77	29	29	26
FBLN7	10	7	7	9	3	6	12	11	11	7	2	6	2	9	24	18
FBN1	131	95	158	164	155	33	144	153	114	115	151	171	94	117	211	207
FBN2	1	0	1	0	1	2	1	1	0	4	0	3	0	4	0	3
FBN3	321	380	562	513	574	232	963	780	206	238	219	260	219	262	502	434
FBP1	8	5	11	8	2	0	12	23	4	6	4	10	3	13	13	3
FBP2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
FBRS	911	2016	2533	3263	2187	805	2571	3361	1946	1858	2439	3020	1460	1441	3002	3038
FBRSL1	1978	4315	2710	3732	4229	1597	3248	3689	3695	4324	2172	2954	2766	3591	3238	3358
FBXL12	687	635	694	666	683	277	624	645	576	603	322	465	338	463	601	480
FBXL13	20	13	21	25	23	7	12	20	10	8	8	15	11	11	18	15
FBXL14	1125	747	474	536	864	295	638	643	758	764	110	163	436	574	371	281
FBXL15	1444	633	804	823	1088	319	870	728	956	959	604	599	830	761	966	726
FBXL16	1511	2903	2343	3226	3442	1364	3271	3903	2712	2790	1237	2266	2003	2387	2551	2731
FBXL17	519	397	442	592	650	211	466	658	457	402	262	551	412	378	580	546
FBXL18	1039	1514	630	693	1707	542	741	876	1831	1710	568	675	1177	1223	1143	1032
FBXL19	2450	2787	2217	2583	2621	1056	2002	2703	2559	2844	1231	2007	1745	1943	2123	2251
FBXL19-AS1	233	227	236	230	265	86	242	231	258	188	122	167	110	127	215	110
FBXL2	540	303	509	404	481	177	781	587	363	312	398	442	337	367	782	674
FBXL20	522	343	757	709	663	164	905	838	419	364	421	514	499	385	849	769
FBXL21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL22	5	10	2	3	6	2	4	1	10	6	2	1	9	5	2	6
FBXL3	1959	781	1017	953	1397	397	1057	1155	1007	696	754	701	680	556	851	693
FBXL4	780	354	470	363	673	219	668	626	517	329	317	289	394	366	645	430
FBXL5	1337	612	741	649	1079	376	706	760	717	502	309	362	502	540	710	481
FBXL6	2211	2603	1248	979	2705	1140	1437	1311	2547	2787	789	865	1724	2102	1211	1144
FBXL7	0	0	3	13	3	0	1	0	0	0	0	0	0	0	0	1
FBXL8	263	283	578	442	298	95	600	498	281	300	273	332	256	307	513	386
FBXO10	467	454	279	348	418	165	410	478	537	526	188	309	352	391	466	455
FBXO11	1453	1392	2460	2333	2160	710	2507	2414	1839	1292	2441	2516	1210	1077	2615	1957
FBXO15	25	6	27	30	11	9	30	51	7	4	8	1	10	5	17	22
FBXO16	290	190	154	182	266	87	289	267	147	113	65	81	96	117	252	178
FBXO17	760	538	426	464	810	309	644	575	507	404	180	214	294	313	378	259
FBXO18	3966	2651	2272	2472	3312	1347	2657	2835	3105	3097	1347	1960	2140	2385	2481	2340
FBXO2	4176	2693	4146	4910	3533	1483	4559	5299	2572	2730	2495	3312	2332	2785	4681	4423
FBXO21	3118	1870	2207	2260	2482	937	2400	2543	2186	2126	1187	1535	1759	1746	2313	1830
FBXO22	3002	1377	1169	1005	1933	683	1223	1185	2152	1738	916	1199	1744	1696	1924	1543
FBXO22-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO24	83	53	54	64	79	22	79	113	31	45	23	47	38	52	53	73
FBXO25	640	325	387	325	433	130	429	416	340	281	152	168	186	238	317	290
FBXO27	397	293	456	431	400	140	452	512	261	192	267	226	192	203	376	328
FBXO28	2337	1389	1233	1331	1705	626	1365	1484	1820	1370	768	965	1256	1105	1415	1210
FBXO3	1911	874	1124	1003	1321	466	1055	1343	1265	918	1194	1308	746	776	1437	1073
FBXO30	1376	679	584	527	1032	313	455	551	940	693	421	487	667	623	696	521
FBXO31	2591	2093	2447	2250	2540	1064	2577	2760	2652	2827	1823	1914	1736	1961	2290	2193
FBXO32	162	144	272	252	226	85	421	446	174	140	120	175	137	176	335	284
FBXO33	1127	661	812	720	899	305	802	697	925	654	646	707	444	477	797	552
FBXO34	1764	975	1270	1365	1357	521	1578	1420	1330	1139	760	1125	842	940	1457	1256
FBXO36	333	205	165	180	274	126	200	269	336	254	149	136	196	242	315	306
FBXO38	1954	899	1666	1643	1591	534	1580	1591	1346	946	1036	1197	893	946	1836	1361
FBXO39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBXO4	428	210	126	96	252	80	136	128	247	247	92	93	160	198	196	107
FBXO40	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	2
FBXO41	2384	3187	1815	2409	2850	1447	2703	3206	2637	3115	852	1400	1839	2356	1903	2290
FBXO42	914	772	1627	1526	904	395	1462	1590	967	848	1071	1316	652	666	1248	1156
FBXO43	19	14	2	6	20	7	13	8	13	9	1	2	11	12	13	5
FBXO44	1844	2015	2725	3037	2697	1138	3902	3676	1942	2285	2383	2665	1848	2534	4061	3408
FBXO45	1941	1076	1126	968	1586	491	1016	1021	1648	1208	1074	1350	1102	1022	1536	1204
FBXO46	923	925	1335	1510	1033	458	1541	1712	996	1022	747	905	773	770	1710	1576
FBXO47	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0
FBXO48	86	46	55	32	60	21	74	74	42	38	19	11	39	23	64	24
FBXO5	2040	1050	1283	852	1498	484	1060	995	1059	836	642	633	661	526	850	571
FBXO6	1702	992	1163	1173	1144	544	1234	1544	1368	1508	908	1509	980	1373	1781	1720
FBXO7	4607	2321	2514	2579	2914	1232	2780	2956	2539	2254	1269	1713	1691	1781	2316	2046
FBXO8	485	196	457	445	349	127	438	435	247	190	298	333	231	156	457	308
FBXO9	2552	1741	1103	1174	2115	937	1437	1588	1933	1655	471	713	1471	1828	1432	1364
FBXW10	2	2	0	1	0	3	1	0	3	2	0	1	1	2	4	0
FBXW11	3398	1781	2425	2361	2834	1084	2552	2522	2296	1858	1725	2205	1433	1531	2411	2292
FBXW12	0	1	2	1	6	2	2	0	3	3	0	1	2	4	2	2
FBXW2	3530	2169	2111	1776	3397	1134	2215	2069	3157	2332	1368	1412	2222	2013	2227	1794
FBXW4	1459	1301	1191	1293	1551	626	1355	1636	1161	1209	641	1262	1000	1172	1444	1283
FBXW4P1	112	93	105	76	110	34	93	93	83	86	48	70	79	65	92	88
FBXW5	6702	4561	4334	3946	5440	2011	4964	4910	4608	4761	2721	3560	3088	3450	4568	4216
FBXW7	937	644	811	818	795	285	859	901	896	733	1218	1151	667	690	1615	1229
FBXW8	804	717	510	723	949	382	875	1014	968	841	439	691	718	812	1022	988
FBXW9	818	652	433	349	788	337	500	423	620	744	309	277	515	587	458	354
FCAMR	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
FCAR	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	1
FCER1A	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0
FCER1G	10	8	9	9	10	4	7	13	0	3	2	3	2	12	4	15
FCER2	0	2	0	0	0	1	9	1	0	0	1	0	0	2	0	2
FCF1	2135	1174	1030	1075	1580	626	1330	1084	1655	1206	647	883	1013	930	1097	893
FCGBP	112	118	192	218	267	76	307	263	310	191	176	204	353	294	441	422
FCGR1A	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
FCGR1B	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
FCGR1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGR2A	1	4	0	0	4	0	0	0	0	0	1	0	0	0	2	0
FCGR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FCGR2C	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
FCGR3A	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
FCGR3B	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
FCGRT	41	23	27	24	47	18	45	44	4	6	0	5	11	8	13	9
FCHO1	1149	1539	1520	2007	1721	619	2007	2271	1201	1301	577	1019	921	993	1043	1293
FCHO2	844	461	1144	1070	902	273	1028	1250	788	472	949	951	739	687	1533	1073
FCHSD1	968	959	1284	1333	1098	514	1710	1838	808	844	924	1000	664	870	1391	1181
FCHSD2	534	481	745	691	768	249	825	948	529	460	452	581	465	587	814	845
FCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FCN2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
FCN3	7	1	24	26	16	3	57	52	5	2	9	7	4	7	22	18
FCRL1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
FCRL2	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0
FCRL3	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0
FCRL4	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0
FCRL5	0	3	0	0	0	0	0	4	0	1	0	0	1	0	0	0
FCRL6	2	2	1	4	0	2	3	1	0	1	0	1	0	0	2	0
FCRLA	0	0	0	3	0	1	1	21	0	1	0	0	3	1	2	0
FCRLB	64	29	40	29	66	21	55	22	45	31	12	26	47	33	27	32
FDCSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDFT1	7795	5535	9743	9185	4801	2484	6756	9062	5906	5811	11838	13195	3629	5030	15575	14085
FDPS	8127	4369	7344	6587	5004	2165	5801	6881	4771	4840	7170	7813	3126	3542	9228	8485
FDPSP2	9	2	3	7	6	0	9	2	12	3	10	4	1	4	6	7
FDX1	1695	842	642	655	1021	474	589	750	720	642	243	304	533	541	454	432
FDX1L	1145	668	228	195	628	347	257	219	569	692	63	126	419	472	182	211
FDXACB1	365	182	133	85	325	92	109	86	376	298	70	44	252	197	89	108
FDXR	6469	4100	4355	4138	5625	2087	5155	5319	5288	5351	3372	4814	5498	5734	8077	7127
FECH	2675	1560	1092	978	2069	867	1326	1208	1747	1655	405	510	1247	1480	1065	845
FEM1A	2549	2373	1183	1353	2701	1135	1592	1515	2986	3097	581	808	1991	2250	1407	1228
FEM1B	2995	1652	2384	2138	2733	908	2779	2738	2228	1565	2085	2236	1670	1488	3699	2800
FEM1C	1919	975	6792	5994	1677	485	5050	5025	1678	1078	7359	7109	1010	853	5161	4241
FEN1	9579	4856	2284	1656	5758	2347	2348	1941	6034	5597	1177	1672	3261	3360	2129	1827
FENDRR	2	1	2	0	3	1	0	1	0	0	0	0	1	3	2	1
FER	528	251	422	404	509	126	333	446	324	227	286	357	225	238	474	382
FER1L4	632	930	1398	1490	1240	548	2188	2230	1816	2249	3034	3239	1481	2498	4907	3911
FER1L5	32	47	32	35	57	22	76	63	28	38	17	12	33	50	53	58
FER1L6	3	6	19	5	9	3	8	8	38	19	16	29	35	41	38	41
FER1L6-AS1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0
FER1L6-AS2	0	0	3	0	0	0	1	0	1	0	0	0	0	2	0	0
FERD3L	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
FERMT1	1548	1372	1048	955	2067	727	1604	1396	4273	3117	1914	2161	3196	2893	3662	2354
FERMT2	1490	858	1285	1210	1130	359	1034	1169	914	720	869	1290	648	612	1845	1472
FERMT3	86	70	16	25	87	51	39	19	29	37	7	9	17	25	18	12
FES	939	431	372	366	594	251	407	481	337	355	140	160	346	329	321	300
FETUB	0	0	0	1	0	1	0	1	1	0	0	0	0	2	9	0
FEV	1	0	0	0	0	0	7	0	0	1	2	0	0	3	1	0
FEZ1	84	41	68	28	71	36	60	64	2	5	1	10	9	7	13	8
FEZ2	847	393	450	379	643	228	504	554	607	478	412	363	365	474	574	517
FEZF1	12	10	23	9	23	7	20	28	15	8	0	4	33	13	9	9
FEZF1-AS1	253	196	408	399	356	138	657	553	300	253	344	470	282	326	896	557
FEZF2	2	3	0	3	2	1	1	3	2	1	1	2	1	0	2	2
FFAR1	1	0	2	2	4	1	5	1	4	2	4	4	5	2	8	3
FFAR2	2	0	1	1	0	1	5	1	1	0	0	1	4	0	2	0
FFAR3	4	1	13	2	8	1	4	1	3	1	3	1	2	1	8	2
FFAR4	0	0	2	0	0	0	0	5	1	1	0	3	2	1	0	0
FGA	0	1	0	0	5	0	0	0	0	1	0	2	0	0	0	0
FGB	2	0	0	3	2	1	1	1	0	1	0	0	0	1	8	0
FGD1	233	377	313	353	482	143	377	434	198	143	31	84	138	142	124	186
FGD2	13	5	10	24	20	5	15	18	9	20	39	31	18	25	45	62
FGD3	245	214	189	160	266	128	277	250	254	337	108	126	240	383	230	271
FGD4	427	299	410	416	370	127	465	469	311	193	270	233	194	186	491	382
FGD5	2	5	5	7	5	0	6	6	2	2	1	4	2	3	4	6
FGD5-AS1	4553	2824	1870	1764	3965	1573	2411	2186	3296	2687	863	1230	2539	2393	2179	1601
FGD5P1	0	2	0	2	6	0	0	2	1	0	1	0	0	3	28	7
FGD6	1054	627	2722	2736	1139	347	3216	3149	977	687	4840	4781	902	1088	6160	4548
FGF1	2	6	7	18	0	0	5	8	0	0	7	20	0	5	20	19
FGF10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF10-AS1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
FGF11	206	209	430	382	267	103	529	654	202	221	173	232	167	238	457	279
FGF12	3	2	1	0	0	0	0	2	0	0	2	1	1	0	1	3
FGF13	3	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0
FGF13-AS1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
FGF14-AS2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
FGF14-IT1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
FGF17	50	27	29	29	32	18	35	79	6	7	2	3	5	9	2	30
FGF18	61	53	65	47	45	16	30	36	43	46	36	36	25	27	27	44
FGF19	938	969	690	766	1248	428	823	1067	420	360	310	336	318	451	459	438
FGF2	373	240	141	106	265	66	128	114	190	153	47	55	204	208	141	138
FGF20	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0
FGF21	1	5	0	2	3	0	2	1	1	1	1	0	5	2	1	1
FGF22	20	12	4	5	23	9	6	10	5	24	0	0	8	28	8	5
FGF23	0	1	0	3	0	0	0	0	1	0	0	1	0	2	0	0
FGF3	0	2	1	2	1	0	7	4	0	1	0	0	3	5	6	2
FGF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	0	0	2	0	0	1	1	0	2	0	1	0	0	0	0	0
FGF6	0	0	1	2	0	0	0	1	1	0	0	0	4	0	0	1
FGF7	4	3	0	0	3	0	2	1	0	1	0	0	0	0	0	0
FGF8	30	37	81	73	34	28	74	62	41	56	57	57	45	44	79	75
FGF9	68	45	13	21	67	37	10	46	4	2	0	1	0	1	0	1
FGFBP1	509	480	175	274	454	247	192	274	2489	2768	1714	2117	2466	3286	2786	2378
FGFBP2	1	1	0	0	2	1	0	2	1	3	1	0	16	7	13	12
FGFBP3	63	93	38	68	79	76	63	88	103	78	48	46	80	74	57	87
FGFR1	2908	2918	4338	4356	3862	1366	5555	5806	2290	2397	3110	3539	2188	2431	4829	3889
FGFR1OP	1300	656	818	611	1026	310	744	720	799	598	432	418	593	573	745	580
FGFR1OP2	1595	681	932	800	1084	371	747	817	893	637	632	793	599	561	818	680
FGFR2	865	702	544	708	1047	426	881	855	830	796	224	308	641	713	627	530
FGFR3	2136	2223	1396	1417	2662	1016	1817	1810	1697	1672	586	761	1314	1573	991	1068
FGFR4	3112	3164	3658	3661	3783	1442	3863	4330	2773	3081	2225	2928	2212	2654	3565	3639
FGFRL1	3420	4627	3101	3438	5571	2026	3626	4147	4294	4188	1685	2205	2951	3234	2940	2442
FGG	1	0	0	2	2	0	1	0	5	0	0	0	3	0	0	0
FGGY	377	151	278	299	163	61	279	346	142	138	136	230	150	143	326	293
FGL1	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2
FGL2	1	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0
FGR	0	0	3	1	0	3	0	4	0	0	0	0	4	3	2	0
FH	4910	1944	1564	1165	2643	1008	1485	1127	2911	2156	819	1017	1619	1511	1359	1111
FHAD1	265	199	113	107	283	109	200	182	467	493	163	225	451	515	440	417
FHDC1	147	147	64	75	188	86	66	82	172	157	36	41	111	142	116	97
